operon	miembros	locus_tags	fuente
atpAG	atpA|atpG	PA5556|PA5555	refseq_adyacencia
atpAGD	atpA|atpG|atpD	PA5556|PA5555|PA5554	refseq_adyacencia
atpAGDC	atpA|atpG|atpD|atpC	PA5556|PA5555|PA5554|PA5553	refseq_adyacencia
atpAGDC-glmU	atpA|atpG|atpD|atpC|glmU	PA5556|PA5555|PA5554|PA5553|PA5552	refseq_adyacencia
atpBE	atpB|atpE	PA5560|PA5559	refseq_adyacencia
atpBEF	atpB|atpE|atpF	PA5560|PA5559|PA5558	refseq_adyacencia
atpBEFH	atpB|atpE|atpF|atpH	PA5560|PA5559|PA5558|PA5557	refseq_adyacencia
atpBEFHA	atpB|atpE|atpF|atpH|atpA	PA5560|PA5559|PA5558|PA5557|PA5556	refseq_adyacencia
atpBEFHAG	atpB|atpE|atpF|atpH|atpA|atpG	PA5560|PA5559|PA5558|PA5557|PA5556|PA5555	refseq_adyacencia
atpBEFHAGD	atpB|atpE|atpF|atpH|atpA|atpG|atpD	PA5560|PA5559|PA5558|PA5557|PA5556|PA5555|PA5554	refseq_adyacencia
atpBEFHAGDC	atpB|atpE|atpF|atpH|atpA|atpG|atpD|atpC	PA5560|PA5559|PA5558|PA5557|PA5556|PA5555|PA5554|PA5553	refseq_adyacencia
atpBEFHAGDC-glmU	atpB|atpE|atpF|atpH|atpA|atpG|atpD|atpC|glmU	PA5560|PA5559|PA5558|PA5557|PA5556|PA5555|PA5554|PA5553|PA5552	refseq_adyacencia
atpC-glmU	atpC|glmU	PA5553|PA5552	refseq_adyacencia
atpDC	atpD|atpC	PA5554|PA5553	refseq_adyacencia
atpDC-glmU	atpD|atpC|glmU	PA5554|PA5553|PA5552	refseq_adyacencia
atpEF	atpE|atpF	PA5559|PA5558	refseq_adyacencia
atpEFH	atpE|atpF|atpH	PA5559|PA5558|PA5557	refseq_adyacencia
atpEFHA	atpE|atpF|atpH|atpA	PA5559|PA5558|PA5557|PA5556	refseq_adyacencia
atpEFHAG	atpE|atpF|atpH|atpA|atpG	PA5559|PA5558|PA5557|PA5556|PA5555	refseq_adyacencia
atpEFHAGD	atpE|atpF|atpH|atpA|atpG|atpD	PA5559|PA5558|PA5557|PA5556|PA5555|PA5554	refseq_adyacencia
atpEFHAGDC	atpE|atpF|atpH|atpA|atpG|atpD|atpC	PA5559|PA5558|PA5557|PA5556|PA5555|PA5554|PA5553	refseq_adyacencia
atpEFHAGDC-glmU	atpE|atpF|atpH|atpA|atpG|atpD|atpC|glmU	PA5559|PA5558|PA5557|PA5556|PA5555|PA5554|PA5553|PA5552	refseq_adyacencia
atpFH	atpF|atpH	PA5558|PA5557	refseq_adyacencia
atpFHA	atpF|atpH|atpA	PA5558|PA5557|PA5556	refseq_adyacencia
atpFHAG	atpF|atpH|atpA|atpG	PA5558|PA5557|PA5556|PA5555	refseq_adyacencia
atpFHAGD	atpF|atpH|atpA|atpG|atpD	PA5558|PA5557|PA5556|PA5555|PA5554	refseq_adyacencia
atpFHAGDC	atpF|atpH|atpA|atpG|atpD|atpC	PA5558|PA5557|PA5556|PA5555|PA5554|PA5553	refseq_adyacencia
atpFHAGDC-glmU	atpF|atpH|atpA|atpG|atpD|atpC|glmU	PA5558|PA5557|PA5556|PA5555|PA5554|PA5553|PA5552	refseq_adyacencia
atpGD	atpG|atpD	PA5555|PA5554	refseq_adyacencia
atpGDC	atpG|atpD|atpC	PA5555|PA5554|PA5553	refseq_adyacencia
atpGDC-glmU	atpG|atpD|atpC|glmU	PA5555|PA5554|PA5553|PA5552	refseq_adyacencia
atpHA	atpH|atpA	PA5557|PA5556	refseq_adyacencia
atpHAG	atpH|atpA|atpG	PA5557|PA5556|PA5555	refseq_adyacencia
atpHAGD	atpH|atpA|atpG|atpD	PA5557|PA5556|PA5555|PA5554	refseq_adyacencia
atpHAGDC	atpH|atpA|atpG|atpD|atpC	PA5557|PA5556|PA5555|PA5554|PA5553	refseq_adyacencia
atpHAGDC-glmU	atpH|atpA|atpG|atpD|atpC|glmU	PA5557|PA5556|PA5555|PA5554|PA5553|PA5552	refseq_adyacencia
atpIB	atpI|atpB	PA5561|PA5560	refseq_adyacencia
atpIBE	atpI|atpB|atpE	PA5561|PA5560|PA5559	refseq_adyacencia
atpIBEF	atpI|atpB|atpE|atpF	PA5561|PA5560|PA5559|PA5558	refseq_adyacencia
atpIBEFH	atpI|atpB|atpE|atpF|atpH	PA5561|PA5560|PA5559|PA5558|PA5557	refseq_adyacencia
atpIBEFHA	atpI|atpB|atpE|atpF|atpH|atpA	PA5561|PA5560|PA5559|PA5558|PA5557|PA5556	refseq_adyacencia
atpIBEFHAG	atpI|atpB|atpE|atpF|atpH|atpA|atpG	PA5561|PA5560|PA5559|PA5558|PA5557|PA5556|PA5555	refseq_adyacencia
atpIBEFHAGD	atpI|atpB|atpE|atpF|atpH|atpA|atpG|atpD	PA5561|PA5560|PA5559|PA5558|PA5557|PA5556|PA5555|PA5554	refseq_adyacencia
atpIBEFHAGDC	atpI|atpB|atpE|atpF|atpH|atpA|atpG|atpD|atpC	PA5561|PA5560|PA5559|PA5558|PA5557|PA5556|PA5555|PA5554|PA5553	refseq_adyacencia
atpIBEFHAGDC-glmU	atpI|atpB|atpE|atpF|atpH|atpA|atpG|atpD|atpC|glmU	PA5561|PA5560|PA5559|PA5558|PA5557|PA5556|PA5555|PA5554|PA5553|PA5552	refseq_adyacencia
atuAB	atuA|atuB	PA2886|PA2887	refseq_adyacencia
atuABC	atuA|atuB|atuC	PA2886|PA2887|PA2888	refseq_adyacencia
atuABCD	atuA|atuB|atuC|atuD	PA2886|PA2887|PA2888|PA2889	refseq_adyacencia
atuABCDE	atuA|atuB|atuC|atuD|atuE	PA2886|PA2887|PA2888|PA2889|PA2890	refseq_adyacencia
atuABCDEF	atuA|atuB|atuC|atuD|atuE|atuF	PA2886|PA2887|PA2888|PA2889|PA2890|PA2891	refseq_adyacencia
atuABCDEFG	atuA|atuB|atuC|atuD|atuE|atuF|atuG	PA2886|PA2887|PA2888|PA2889|PA2890|PA2891|PA2892	refseq_adyacencia
atuABCDEFGH	atuA|atuB|atuC|atuD|atuE|atuF|atuG|atuH	PA2886|PA2887|PA2888|PA2889|PA2890|PA2891|PA2892|PA2893	refseq_adyacencia
atuBC	atuB|atuC	PA2887|PA2888	refseq_adyacencia
atuBCD	atuB|atuC|atuD	PA2887|PA2888|PA2889	refseq_adyacencia
atuBCDE	atuB|atuC|atuD|atuE	PA2887|PA2888|PA2889|PA2890	refseq_adyacencia
atuBCDEF	atuB|atuC|atuD|atuE|atuF	PA2887|PA2888|PA2889|PA2890|PA2891	refseq_adyacencia
atuBCDEFG	atuB|atuC|atuD|atuE|atuF|atuG	PA2887|PA2888|PA2889|PA2890|PA2891|PA2892	refseq_adyacencia
atuBCDEFGH	atuB|atuC|atuD|atuE|atuF|atuG|atuH	PA2887|PA2888|PA2889|PA2890|PA2891|PA2892|PA2893	refseq_adyacencia
atuCD	atuC|atuD	PA2888|PA2889	refseq_adyacencia
atuCDE	atuC|atuD|atuE	PA2888|PA2889|PA2890	refseq_adyacencia
atuCDEF	atuC|atuD|atuE|atuF	PA2888|PA2889|PA2890|PA2891	refseq_adyacencia
atuCDEFG	atuC|atuD|atuE|atuF|atuG	PA2888|PA2889|PA2890|PA2891|PA2892	refseq_adyacencia
atuCDEFGH	atuC|atuD|atuE|atuF|atuG|atuH	PA2888|PA2889|PA2890|PA2891|PA2892|PA2893	refseq_adyacencia
atuDE	atuD|atuE	PA2889|PA2890	refseq_adyacencia
atuDEF	atuD|atuE|atuF	PA2889|PA2890|PA2891	refseq_adyacencia
atuDEFG	atuD|atuE|atuF|atuG	PA2889|PA2890|PA2891|PA2892	refseq_adyacencia
atuDEFGH	atuD|atuE|atuF|atuG|atuH	PA2889|PA2890|PA2891|PA2892|PA2893	refseq_adyacencia
atuEF	atuE|atuF	PA2890|PA2891	refseq_adyacencia
atuEFG	atuE|atuF|atuG	PA2890|PA2891|PA2892	refseq_adyacencia
atuEFGH	atuE|atuF|atuG|atuH	PA2890|PA2891|PA2892|PA2893	refseq_adyacencia
atuFG	atuF|atuG	PA2891|PA2892	refseq_adyacencia
atuFGH	atuF|atuG|atuH	PA2891|PA2892|PA2893	refseq_adyacencia
atuGH	atuG|atuH	PA2892|PA2893	refseq_adyacencia
bauAB	bauA|bauB	PA0132|PA0131	refseq_adyacencia
bauABC	bauA|bauB|bauC	PA0132|PA0131|PA0130	refseq_adyacencia
bauABC-gabP	bauA|bauB|bauC|gabP	PA0132|PA0131|PA0130|PA0129	refseq_adyacencia
bauBC	bauB|bauC	PA0131|PA0130	refseq_adyacencia
bauBC-gabP	bauB|bauC|gabP	PA0131|PA0130|PA0129	refseq_adyacencia
bauC-gabP	bauC|gabP	PA0130|PA0129	refseq_adyacencia
betBA	betB|betA	PA5373|PA5372	refseq_adyacencia
betIB	betI|betB	PA5374|PA5373	refseq_adyacencia
betIBA	betI|betB|betA	PA5374|PA5373|PA5372	refseq_adyacencia
bfiSR	bfiS|bfiR	PA4197|PA4196	refseq_adyacencia
bfmRS	bfmR|bfmS	PA4101|PA4102	refseq_adyacencia
bioBF	bioB|bioF	PA0500|PA0501	refseq_adyacencia
bioCD	bioC|bioD	PA0503|PA0504	refseq_adyacencia
birA-coaX	birA|coaX	PA4280|PA4279	refseq_adyacencia
bkdB-lpdV	bkdB|lpdV	PA2249|PA2250	refseq_adyacencia
bolA-trhO	bolA|trhO	PA0857|PA0858	refseq_adyacencia
bphOP	bphO|bphP	PA4116|PA4117	refseq_adyacencia
braCD	braC|braD	PA1074|PA1073	refseq_adyacencia
braCDE	braC|braD|braE	PA1074|PA1073|PA1072	refseq_adyacencia
braCDEF	braC|braD|braE|braF	PA1074|PA1073|PA1072|PA1071	refseq_adyacencia
braCDEFG	braC|braD|braE|braF|braG	PA1074|PA1073|PA1072|PA1071|PA1070	refseq_adyacencia
braDE	braD|braE	PA1073|PA1072	refseq_adyacencia
braDEF	braD|braE|braF	PA1073|PA1072|PA1071	refseq_adyacencia
braDEFG	braD|braE|braF|braG	PA1073|PA1072|PA1071|PA1070	refseq_adyacencia
braEF	braE|braF	PA1072|PA1071	refseq_adyacencia
braEFG	braE|braF|braG	PA1072|PA1071|PA1070	refseq_adyacencia
braFG	braF|braG	PA1071|PA1070	refseq_adyacencia
cafA-yhdP	cafA|yhdP	PA4477|PA4476	refseq_adyacencia
carB-greA	carB|greA	PA4756|PA4755	refseq_adyacencia
carRS	carR|carS	PA2657|PA2656	refseq_adyacencia
catBC	catB|catC	PA2509|PA2508	refseq_adyacencia
catBCA	catB|catC|catA	PA2509|PA2508|PA2507	refseq_adyacencia
catCA	catC|catA	PA2508|PA2507	refseq_adyacencia
cbrAB	cbrA|cbrB	PA4725|PA4726	refseq_adyacencia
ccmAB	ccmA|ccmB	PA1475|PA1476	refseq_adyacencia
ccmABC	ccmA|ccmB|ccmC	PA1475|PA1476|PA1477	refseq_adyacencia
ccmABCD	ccmA|ccmB|ccmC|ccmD	PA1475|PA1476|PA1477|PA1478	refseq_adyacencia
ccmABCDE	ccmA|ccmB|ccmC|ccmD|ccmE	PA1475|PA1476|PA1477|PA1478|PA1479	refseq_adyacencia
ccmABCDEF	ccmA|ccmB|ccmC|ccmD|ccmE|ccmF	PA1475|PA1476|PA1477|PA1478|PA1479|PA1480	refseq_adyacencia
ccmABCDEFG	ccmA|ccmB|ccmC|ccmD|ccmE|ccmF|ccmG	PA1475|PA1476|PA1477|PA1478|PA1479|PA1480|PA1481	refseq_adyacencia
ccmABCDEFGH	ccmA|ccmB|ccmC|ccmD|ccmE|ccmF|ccmG|ccmH	PA1475|PA1476|PA1477|PA1478|PA1479|PA1480|PA1481|PA1482	refseq_adyacencia
ccmABCDEFGH-cycH	ccmA|ccmB|ccmC|ccmD|ccmE|ccmF|ccmG|ccmH|cycH	PA1475|PA1476|PA1477|PA1478|PA1479|PA1480|PA1481|PA1482|PA1483	refseq_adyacencia
ccmBC	ccmB|ccmC	PA1476|PA1477	refseq_adyacencia
ccmBCD	ccmB|ccmC|ccmD	PA1476|PA1477|PA1478	refseq_adyacencia
ccmBCDE	ccmB|ccmC|ccmD|ccmE	PA1476|PA1477|PA1478|PA1479	refseq_adyacencia
ccmBCDEF	ccmB|ccmC|ccmD|ccmE|ccmF	PA1476|PA1477|PA1478|PA1479|PA1480	refseq_adyacencia
ccmBCDEFG	ccmB|ccmC|ccmD|ccmE|ccmF|ccmG	PA1476|PA1477|PA1478|PA1479|PA1480|PA1481	refseq_adyacencia
ccmBCDEFGH	ccmB|ccmC|ccmD|ccmE|ccmF|ccmG|ccmH	PA1476|PA1477|PA1478|PA1479|PA1480|PA1481|PA1482	refseq_adyacencia
ccmBCDEFGH-cycH	ccmB|ccmC|ccmD|ccmE|ccmF|ccmG|ccmH|cycH	PA1476|PA1477|PA1478|PA1479|PA1480|PA1481|PA1482|PA1483	refseq_adyacencia
ccmCD	ccmC|ccmD	PA1477|PA1478	refseq_adyacencia
ccmCDE	ccmC|ccmD|ccmE	PA1477|PA1478|PA1479	refseq_adyacencia
ccmCDEF	ccmC|ccmD|ccmE|ccmF	PA1477|PA1478|PA1479|PA1480	refseq_adyacencia
ccmCDEFG	ccmC|ccmD|ccmE|ccmF|ccmG	PA1477|PA1478|PA1479|PA1480|PA1481	refseq_adyacencia
ccmCDEFGH	ccmC|ccmD|ccmE|ccmF|ccmG|ccmH	PA1477|PA1478|PA1479|PA1480|PA1481|PA1482	refseq_adyacencia
ccmCDEFGH-cycH	ccmC|ccmD|ccmE|ccmF|ccmG|ccmH|cycH	PA1477|PA1478|PA1479|PA1480|PA1481|PA1482|PA1483	refseq_adyacencia
ccmDE	ccmD|ccmE	PA1478|PA1479	refseq_adyacencia
ccmDEF	ccmD|ccmE|ccmF	PA1478|PA1479|PA1480	refseq_adyacencia
ccmDEFG	ccmD|ccmE|ccmF|ccmG	PA1478|PA1479|PA1480|PA1481	refseq_adyacencia
ccmDEFGH	ccmD|ccmE|ccmF|ccmG|ccmH	PA1478|PA1479|PA1480|PA1481|PA1482	refseq_adyacencia
ccmDEFGH-cycH	ccmD|ccmE|ccmF|ccmG|ccmH|cycH	PA1478|PA1479|PA1480|PA1481|PA1482|PA1483	refseq_adyacencia
ccmEF	ccmE|ccmF	PA1479|PA1480	refseq_adyacencia
ccmEFG	ccmE|ccmF|ccmG	PA1479|PA1480|PA1481	refseq_adyacencia
ccmEFGH	ccmE|ccmF|ccmG|ccmH	PA1479|PA1480|PA1481|PA1482	refseq_adyacencia
ccmEFGH-cycH	ccmE|ccmF|ccmG|ccmH|cycH	PA1479|PA1480|PA1481|PA1482|PA1483	refseq_adyacencia
ccmFG	ccmF|ccmG	PA1480|PA1481	refseq_adyacencia
ccmFGH	ccmF|ccmG|ccmH	PA1480|PA1481|PA1482	refseq_adyacencia
ccmFGH-cycH	ccmF|ccmG|ccmH|cycH	PA1480|PA1481|PA1482|PA1483	refseq_adyacencia
ccmGH	ccmG|ccmH	PA1481|PA1482	refseq_adyacencia
ccmGH-cycH	ccmG|ccmH|cycH	PA1481|PA1482|PA1483	refseq_adyacencia
ccmH-cycH	ccmH|cycH	PA1482|PA1483	refseq_adyacencia
cdhAB	cdhA|cdhB	PA5386|PA5385	refseq_adyacencia
cdhCA	cdhC|cdhA	PA5387|PA5386	refseq_adyacencia
cdhCAB	cdhC|cdhA|cdhB	PA5387|PA5386|PA5385	refseq_adyacencia
cheYZ	cheY|cheZ	PA1456|PA1457	refseq_adyacencia
chpAB	chpA|chpB	PA0413|PA0414	refseq_adyacencia
chpABC	chpA|chpB|chpC	PA0413|PA0414|PA0415	refseq_adyacencia
chpABCD	chpA|chpB|chpC|chpD	PA0413|PA0414|PA0415|PA0416	refseq_adyacencia
chpABCDE	chpA|chpB|chpC|chpD|chpE	PA0413|PA0414|PA0415|PA0416|PA0417	refseq_adyacencia
chpBC	chpB|chpC	PA0414|PA0415	refseq_adyacencia
chpBCD	chpB|chpC|chpD	PA0414|PA0415|PA0416	refseq_adyacencia
chpBCDE	chpB|chpC|chpD|chpE	PA0414|PA0415|PA0416|PA0417	refseq_adyacencia
chpCD	chpC|chpD	PA0415|PA0416	refseq_adyacencia
chpCDE	chpC|chpD|chpE	PA0415|PA0416|PA0417	refseq_adyacencia
chpDE	chpD|chpE	PA0416|PA0417	refseq_adyacencia
cioAB	cioA|cioB	PA3930|PA3929	refseq_adyacencia
clpPX	clpP|clpX	PA1801|PA1802	refseq_adyacencia
clpSA	clpS|clpA	PA2621|PA2620	refseq_adyacencia
cmaX-crfX	cmaX|crfX	PA1773|PA1774	refseq_adyacencia
cmaX-crfX-cmpX	cmaX|crfX|cmpX	PA1773|PA1774|PA1775	refseq_adyacencia
cmaX-crfX-cmpX-sigX	cmaX|crfX|cmpX|sigX	PA1773|PA1774|PA1775|PA1776	refseq_adyacencia
cmaX-crfX-cmpX-sigX-oprF	cmaX|crfX|cmpX|sigX|oprF	PA1773|PA1774|PA1775|PA1776|PA1777	refseq_adyacencia
cmoAB	cmoA|cmoB	PA0775|PA0774	refseq_adyacencia
cmpX-sigX	cmpX|sigX	PA1775|PA1776	refseq_adyacencia
cmpX-sigX-oprF	cmpX|sigX|oprF	PA1775|PA1776|PA1777	refseq_adyacencia
cntLM	cntL|cntM	PA4836|PA4835	refseq_adyacencia
cntLMI	cntL|cntM|cntI	PA4836|PA4835|PA4834	refseq_adyacencia
cntMI	cntM|cntI	PA4835|PA4834	refseq_adyacencia
cntOL	cntO|cntL	PA4837|PA4836	refseq_adyacencia
cntOLM	cntO|cntL|cntM	PA4837|PA4836|PA4835	refseq_adyacencia
cntOLMI	cntO|cntL|cntM|cntI	PA4837|PA4836|PA4835|PA4834	refseq_adyacencia
coaE-yacG	coaE|yacG	PA4529|PA4530	refseq_adyacencia
cobCQ	cobC|cobQ	PA1276|PA1277	refseq_adyacencia
cobCQP	cobC|cobQ|cobP	PA1276|PA1277|PA1278	refseq_adyacencia
cobCQPU	cobC|cobQ|cobP|cobU	PA1276|PA1277|PA1278|PA1279	refseq_adyacencia
cobDC	cobD|cobC	PA1275|PA1276	refseq_adyacencia
cobDCQ	cobD|cobC|cobQ	PA1275|PA1276|PA1277	refseq_adyacencia
cobDCQP	cobD|cobC|cobQ|cobP	PA1275|PA1276|PA1277|PA1278	refseq_adyacencia
cobDCQPU	cobD|cobC|cobQ|cobP|cobU	PA1275|PA1276|PA1277|PA1278|PA1279	refseq_adyacencia
cobHI	cobH|cobI	PA2905|PA2904	refseq_adyacencia
cobHIJ	cobH|cobI|cobJ	PA2905|PA2904|PA2903	refseq_adyacencia
cobIJ	cobI|cobJ	PA2904|PA2903	refseq_adyacencia
cobL-cbiD	cobL|cbiD	PA2907|PA2908	refseq_adyacencia
cobOB	cobO|cobB	PA1272|PA1273	refseq_adyacencia
cobPU	cobP|cobU	PA1278|PA1279	refseq_adyacencia
cobQP	cobQ|cobP	PA1277|PA1278	refseq_adyacencia
cobQPU	cobQ|cobP|cobU	PA1277|PA1278|PA1279	refseq_adyacencia
cobWN	cobW|cobN	PA2945|PA2944	refseq_adyacencia
codBA	codB|codA	PA0438|PA0437	refseq_adyacencia
comL-pilS	comL|pilS	PA4545|PA4546	refseq_adyacencia
comL-pilSR	comL|pilS|pilR	PA4545|PA4546|PA4547	refseq_adyacencia
copI-queF	copI|queF	PA2807|PA2806	refseq_adyacencia
copRS	copR|copS	PA2809|PA2810	refseq_adyacencia
corA-hcpB	corA|hcpB	PA5268|PA5267	refseq_adyacencia
coxBA	coxB|coxA	PA0105|PA0106	refseq_adyacencia
cpoB-queE	cpoB|queE	PA0974|PA0975	refseq_adyacencia
cpoB-queEC	cpoB|queE|queC	PA0974|PA0975|PA0976	refseq_adyacencia
creBC	creB|creC	PA0463|PA0464	refseq_adyacencia
creBCD	creB|creC|creD	PA0463|PA0464|PA0465	refseq_adyacencia
creCD	creC|creD	PA0464|PA0465	refseq_adyacencia
crfX-cmpX	crfX|cmpX	PA1774|PA1775	refseq_adyacencia
crfX-cmpX-sigX	crfX|cmpX|sigX	PA1774|PA1775|PA1776	refseq_adyacencia
crfX-cmpX-sigX-oprF	crfX|cmpX|sigX|oprF	PA1774|PA1775|PA1776|PA1777	refseq_adyacencia
ctpL-dipZ	ctpL|dipZ	PA4844|PA4845	refseq_adyacencia
cynTS	cynT|cynS	PA2053|PA2052	refseq_adyacencia
cyoAB	cyoA|cyoB	PA1317|PA1318	refseq_adyacencia
cyoABC	cyoA|cyoB|cyoC	PA1317|PA1318|PA1319	refseq_adyacencia
cyoABCD	cyoA|cyoB|cyoC|cyoD	PA1317|PA1318|PA1319|PA1320	refseq_adyacencia
cyoABCDE	cyoA|cyoB|cyoC|cyoD|cyoE	PA1317|PA1318|PA1319|PA1320|PA1321	refseq_adyacencia
cyoBC	cyoB|cyoC	PA1318|PA1319	refseq_adyacencia
cyoBCD	cyoB|cyoC|cyoD	PA1318|PA1319|PA1320	refseq_adyacencia
cyoBCDE	cyoB|cyoC|cyoD|cyoE	PA1318|PA1319|PA1320|PA1321	refseq_adyacencia
cyoCD	cyoC|cyoD	PA1319|PA1320	refseq_adyacencia
cyoCDE	cyoC|cyoD|cyoE	PA1319|PA1320|PA1321	refseq_adyacencia
cyoDE	cyoD|cyoE	PA1320|PA1321	refseq_adyacencia
cysDN	cysD|cysN	PA4443|PA4442	refseq_adyacencia
cysE-iscR	cysE|iscR	PA3816|PA3815	refseq_adyacencia
cysE-iscRS	cysE|iscR|iscS	PA3816|PA3815|PA3814	refseq_adyacencia
cysE-iscRSU	cysE|iscR|iscS|iscU	PA3816|PA3815|PA3814|PA3813	refseq_adyacencia
cysE-iscRSUA	cysE|iscR|iscS|iscU|iscA	PA3816|PA3815|PA3814|PA3813|PA3812	refseq_adyacencia
cysE-iscRSUA-hscB	cysE|iscR|iscS|iscU|iscA|hscB	PA3816|PA3815|PA3814|PA3813|PA3812|PA3811	refseq_adyacencia
cysE-iscRSUA-hscBA	cysE|iscR|iscS|iscU|iscA|hscB|hscA	PA3816|PA3815|PA3814|PA3813|PA3812|PA3811|PA3810	refseq_adyacencia
cysM-ygcA	cysM|ygcA	PA0932|PA0933	refseq_adyacencia
cysM-ygcA-relA	cysM|ygcA|relA	PA0932|PA0933|PA0934	refseq_adyacencia
cysTW	cysT|cysW	PA0282|PA0281	refseq_adyacencia
cysTWA	cysT|cysW|cysA	PA0282|PA0281|PA0280	refseq_adyacencia
cysWA	cysW|cysA	PA0281|PA0280	refseq_adyacencia
czcA-xylS	czcA|xylS	PA2520|PA2519	refseq_adyacencia
czcA-xylSX	czcA|xylS|xylX	PA2520|PA2519|PA2518	refseq_adyacencia
czcA-xylSXY	czcA|xylS|xylX|xylY	PA2520|PA2519|PA2518|PA2517	refseq_adyacencia
czcA-xylSXYZ	czcA|xylS|xylX|xylY|xylZ	PA2520|PA2519|PA2518|PA2517|PA2516	refseq_adyacencia
czcA-xylSXYZL	czcA|xylS|xylX|xylY|xylZ|xylL	PA2520|PA2519|PA2518|PA2517|PA2516|PA2515	refseq_adyacencia
czcBA	czcB|czcA	PA2521|PA2520	refseq_adyacencia
czcBA-xylS	czcB|czcA|xylS	PA2521|PA2520|PA2519	refseq_adyacencia
czcBA-xylSX	czcB|czcA|xylS|xylX	PA2521|PA2520|PA2519|PA2518	refseq_adyacencia
czcBA-xylSXY	czcB|czcA|xylS|xylX|xylY	PA2521|PA2520|PA2519|PA2518|PA2517	refseq_adyacencia
czcBA-xylSXYZ	czcB|czcA|xylS|xylX|xylY|xylZ	PA2521|PA2520|PA2519|PA2518|PA2517|PA2516	refseq_adyacencia
czcBA-xylSXYZL	czcB|czcA|xylS|xylX|xylY|xylZ|xylL	PA2521|PA2520|PA2519|PA2518|PA2517|PA2516|PA2515	refseq_adyacencia
czcCB	czcC|czcB	PA2522|PA2521	refseq_adyacencia
czcCBA	czcC|czcB|czcA	PA2522|PA2521|PA2520	refseq_adyacencia
czcCBA-xylS	czcC|czcB|czcA|xylS	PA2522|PA2521|PA2520|PA2519	refseq_adyacencia
czcCBA-xylSX	czcC|czcB|czcA|xylS|xylX	PA2522|PA2521|PA2520|PA2519|PA2518	refseq_adyacencia
czcCBA-xylSXY	czcC|czcB|czcA|xylS|xylX|xylY	PA2522|PA2521|PA2520|PA2519|PA2518|PA2517	refseq_adyacencia
czcCBA-xylSXYZ	czcC|czcB|czcA|xylS|xylX|xylY|xylZ	PA2522|PA2521|PA2520|PA2519|PA2518|PA2517|PA2516	refseq_adyacencia
czcCBA-xylSXYZL	czcC|czcB|czcA|xylS|xylX|xylY|xylZ|xylL	PA2522|PA2521|PA2520|PA2519|PA2518|PA2517|PA2516|PA2515	refseq_adyacencia
dapE-rrmA	dapE|rrmA	PA1162|PA1161	refseq_adyacencia
dauAR	dauA|dauR	PA3863|PA3864	refseq_adyacencia
dauBA	dauB|dauA	PA3862|PA3863	refseq_adyacencia
dauBAR	dauB|dauA|dauR	PA3862|PA3863|PA3864	refseq_adyacencia
dctBD	dctB|dctD	PA5165|PA5166	refseq_adyacencia
dctBDP	dctB|dctD|dctP	PA5165|PA5166|PA5167	refseq_adyacencia
dctBDPQ	dctB|dctD|dctP|dctQ	PA5165|PA5166|PA5167|PA5168	refseq_adyacencia
dctBDPQM	dctB|dctD|dctP|dctQ|dctM	PA5165|PA5166|PA5167|PA5168|PA5169	refseq_adyacencia
dctBDPQM-arcD	dctB|dctD|dctP|dctQ|dctM|arcD	PA5165|PA5166|PA5167|PA5168|PA5169|PA5170	refseq_adyacencia
dctBDPQM-arcDA	dctB|dctD|dctP|dctQ|dctM|arcD|arcA	PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171	refseq_adyacencia
dctBDPQM-arcDAB	dctB|dctD|dctP|dctQ|dctM|arcD|arcA|arcB	PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171|PA5172	refseq_adyacencia
dctBDPQM-arcDABC	dctB|dctD|dctP|dctQ|dctM|arcD|arcA|arcB|arcC	PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171|PA5172|PA5173	refseq_adyacencia
dctBDPQM-arcDABC-fabY	dctB|dctD|dctP|dctQ|dctM|arcD|arcA|arcB|arcC|fabY	PA5165|PA5166|PA5167|PA5168|PA5169|PA5170|PA5171|PA5172|PA5173|PA5174	refseq_adyacencia
dctDP	dctD|dctP	PA5166|PA5167	refseq_adyacencia
dctDPQ	dctD|dctP|dctQ	PA5166|PA5167|PA5168	refseq_adyacencia
dctDPQM	dctD|dctP|dctQ|dctM	PA5166|PA5167|PA5168|PA5169	refseq_adyacencia
dctDPQM-arcD	dctD|dctP|dctQ|dctM|arcD	PA5166|PA5167|PA5168|PA5169|PA5170	refseq_adyacencia
dctDPQM-arcDA	dctD|dctP|dctQ|dctM|arcD|arcA	PA5166|PA5167|PA5168|PA5169|PA5170|PA5171	refseq_adyacencia
dctDPQM-arcDAB	dctD|dctP|dctQ|dctM|arcD|arcA|arcB	PA5166|PA5167|PA5168|PA5169|PA5170|PA5171|PA5172	refseq_adyacencia
dctDPQM-arcDABC	dctD|dctP|dctQ|dctM|arcD|arcA|arcB|arcC	PA5166|PA5167|PA5168|PA5169|PA5170|PA5171|PA5172|PA5173	refseq_adyacencia
dctDPQM-arcDABC-fabY	dctD|dctP|dctQ|dctM|arcD|arcA|arcB|arcC|fabY	PA5166|PA5167|PA5168|PA5169|PA5170|PA5171|PA5172|PA5173|PA5174	refseq_adyacencia
dctM-arcD	dctM|arcD	PA5169|PA5170	refseq_adyacencia
dctM-arcDA	dctM|arcD|arcA	PA5169|PA5170|PA5171	refseq_adyacencia
