Entry	Gene Names	Gene Ontology IDs	Keywords
P32265	nfxB PA4600	GO:0000976; GO:0001217; GO:0003700; GO:0006351; GO:0006355; GO:0032410; GO:0032993; GO:0045892	Antibiotic resistance;DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation
P32722	oprD occD1 PA0958	GO:0006508; GO:0006811; GO:0008236; GO:0009279; GO:0015288; GO:0015802; GO:0019867; GO:0046930	3D-structure;Cell outer membrane;Direct protein sequencing;Hydrolase;Ion transport;Membrane;Porin;Protease;Reference proteome;Serine protease;Signal;Transmembrane;Transmembrane beta strand;Transport
P38100	carB PA4756	GO:0004087; GO:0004088; GO:0005524; GO:0005737; GO:0006526; GO:0006536; GO:0006541; GO:0044205; GO:0046872; GO:0071230	Amino-acid biosynthesis;Arginine biosynthesis;ATP-binding;Ligase;Magnesium;Manganese;Metal-binding;Nucleotide-binding;Pyrimidine biosynthesis;Reference proteome;Repeat
P48636	PA4923	GO:0005829; GO:0008714; GO:0009691; GO:0016799; GO:0102682	3D-structure;Cytokinin biosynthesis;Hydrolase;Reference proteome
P52477	mexA PA0425	GO:0005886; GO:0009636; GO:0015562; GO:0042802; GO:0042908; GO:0046677; GO:0051260	3D-structure;Antibiotic resistance;Cell inner membrane;Cell membrane;Coiled coil;Direct protein sequencing;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal;Transport
P55222	vfr PA0652	GO:0000976; GO:0001216; GO:0001217; GO:0003700; GO:0005829; GO:0006351; GO:0030552; GO:0032993; GO:0043565; GO:0045893	3D-structure;cAMP;cAMP-binding;DNA-binding;Nucleotide-binding;Reference proteome;Transcription;Transcription regulation;Virulence
Q00516	xcpV pddC PA3099	GO:0005886; GO:0015627; GO:0015628	3D-structure;Cell inner membrane;Cell membrane;Membrane;Methylation;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q00517	xcpW pddD PA3098	GO:0005886; GO:0015627; GO:0015628	3D-structure;Cell inner membrane;Cell membrane;Membrane;Methylation;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q06198	algU algT PA0762	GO:0000345; GO:0000976; GO:0001216; GO:0006352; GO:0006355; GO:0016987; GO:0032885; GO:0032993; GO:0036460; GO:0042121; GO:0045893; GO:0071236; GO:1900036; GO:1900189; GO:1900233; GO:1902201; GO:1902884	3D-structure;Alginate biosynthesis;DNA-binding;Reference proteome;Sigma factor;Transcription;Transcription regulation
Q51397	oprJ oprK PA4597	GO:0009279; GO:0015562; GO:0016020; GO:0022857; GO:0046677; GO:0055085	3D-structure;Antibiotic resistance;Cell membrane;Cell outer membrane;Ion transport;Lipoprotein;Membrane;Palmitate;Periplasm;Porin;Reference proteome;Signal;Transmembrane;Transmembrane beta strand;Transport
Q9HT99	armZ PA5471	GO:0005525; GO:0006388; GO:0032411; GO:0042245; GO:0046677; GO:0046872; GO:0170057	GTP-binding;Ligase;Manganese;Metal-binding;Nucleotide-binding;Reference proteome;RNA repair
Q9HTH8	cdhA PA5386	GO:0005737; GO:0006631; GO:0016491; GO:0042413; GO:0047728; GO:0070403	Cytoplasm;NAD;Oxidoreductase;Reference proteome
Q9HTQ0	dadA1 dadA PA5304	GO:0005737; GO:0005886; GO:0008718; GO:0055130	FAD;Flavoprotein;Oxidoreductase;Reference proteome
Q9HU77	hutF PA5106	GO:0005829; GO:0006548; GO:0019239; GO:0019556; GO:0019557; GO:0046872; GO:0050416	3D-structure;Direct protein sequencing;Histidine metabolism;Hydrolase;Metal-binding;Reference proteome;Zinc
Q9HUG6	waaL PA4999	GO:0000271; GO:0005886; GO:0008754; GO:0009243; GO:0009244; GO:0009297; GO:0016757; GO:0016874; GO:0043107; GO:0044780; GO:0071977; GO:0098567	Cell inner membrane;Cell membrane;Glycosyltransferase;Lipopolysaccharide biosynthesis;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix
Q9HVD1	pagL PA4661	GO:0008653; GO:0009279; GO:0016020; GO:0042803; GO:0046493; GO:0050528	3D-structure;Cell outer membrane;Direct protein sequencing;Hydrolase;Membrane;Pharmaceutical;Reference proteome;Signal;Transmembrane;Transmembrane beta strand
Q9HXJ2	pilF PA3805	GO:0009279; GO:0009297; GO:0030911; GO:0043107; GO:0043683; GO:0046903	3D-structure;Cell outer membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Repeat;Signal;TPR repeat
Q9HY79	bfrB PA3531	GO:0004322; GO:0005506; GO:0005829; GO:0006826; GO:0006879; GO:0008199; GO:0020037; GO:0070288; GO:0140315	3D-structure;Cytoplasm;Direct protein sequencing;Heme;Ion transport;Iron;Iron storage;Iron transport;Metal-binding;Oxidoreductase;Potassium;Reference proteome;Transport
Q9HYT3	nbdA PA3311	GO:0005886; GO:0046872; GO:0071111; GO:0071732; GO:1900190	c-di-GMP;Cell inner membrane;Cell membrane;Hydrolase;Magnesium;Membrane;Metal-binding;Reference proteome;Transmembrane;Transmembrane helix
Q9I191	pvdR PA2389	GO:0002049; GO:0015562; GO:0019898; GO:0042597; GO:1990195; GO:1990281; GO:1990961	Coiled coil;Periplasm;Reference proteome;Signal;Transport
Q9I492	lhpD lhpH PA1252	GO:0006560; GO:0019470; GO:0042802; GO:0042803; GO:0047125; GO:0050241; GO:0070401	NADP;Oxidoreductase;Reference proteome
Q9I4L5	tpbB yfiN PA1120	GO:0005525; GO:0005886; GO:0007165; GO:0046872; GO:0052621; GO:0061939	3D-structure;Allosteric enzyme;Cell inner membrane;Cell membrane;GTP-binding;Magnesium;Membrane;Metal-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase;Transmembrane;Transmembrane helix
Q9I609	nirN PA0509	GO:0006783; GO:0009055; GO:0016491; GO:0020037; GO:0042597; GO:0046872	3D-structure;Heme;Iron;Metal-binding;Oxidoreductase;Periplasm;Reference proteome;Signal
Q9I6H0	aphB PA0321	GO:0004407; GO:0006595; GO:0016787; GO:0040029; GO:0046872; GO:0047609	Hydrolase;Metal-binding;Reference proteome;Zinc
Q9I6N5	hudA PA0254	GO:0005737; GO:0005829; GO:0006744; GO:0008694; GO:0034941; GO:0046872	3D-structure;Aromatic hydrocarbons catabolism;Decarboxylase;Flavoprotein;FMN;Lyase;Manganese;Metal-binding;Potassium;Reference proteome
G3XCU9	mexZ PA2020	GO:0000976; GO:0001217; GO:0003700; GO:0006351; GO:0006355; GO:0032410; GO:0032993; GO:0034763; GO:0045892	3D-structure;DNA-binding;Reference proteome;Transcription;Transcription regulation
G3XCY6	gltR PA3192	GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0010828; GO:0032993	Cytoplasm;DNA-binding;Phosphoprotein;Reference proteome;Repressor;Transcription;Transcription regulation;Two-component regulatory system
O05927	cysH PA1756	GO:0000103; GO:0004604; GO:0005737; GO:0019344; GO:0019379; GO:0043866; GO:0046872; GO:0051539; GO:0070814	3D-structure;Cytoplasm;Disulfide bond;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Reference proteome
P07874	algA pmi PA3551	GO:0004475; GO:0004476; GO:0005525; GO:0009298; GO:0042121	Alginate biosynthesis;Cobalt;Direct protein sequencing;GTP-binding;Isomerase;Multifunctional enzyme;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase
P11720	trpI PA0037	GO:0000162; GO:0003700; GO:0006351; GO:0006355; GO:0032993; GO:0043565; GO:2000284	Activator;Amino-acid biosynthesis;Aromatic amino acid biosynthesis;DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation;Tryptophan biosynthesis
P14532	ccpA PA4587	GO:0004130; GO:0009055; GO:0020037; GO:0042597; GO:0046872	3D-structure;Direct protein sequencing;Electron transport;Heme;Iron;Metal-binding;Oxidoreductase;Periplasm;Peroxidase;Reference proteome;Signal;Transport
P14789	lasA PA1871	GO:0004175; GO:0004222; GO:0005615; GO:0006508; GO:0009253; GO:0015628; GO:0043952; GO:0046872	3D-structure;Direct protein sequencing;Disulfide bond;Hydrolase;Metal-binding;Metalloprotease;Protease;Reference proteome;Secreted;Signal;Virulence;Zinc;Zymogen
P22608	pilB PA4526	GO:0005524; GO:0005737; GO:0005886; GO:0015031; GO:0016887; GO:0043107; GO:0043683; GO:0046872; GO:0048870	ATP-binding;Cytoplasm;Fimbrium biogenesis;Metal-binding;Nucleotide-binding;Protein transport;Reference proteome;Transport;Zinc
P22610	pilD xcpA PA4528	GO:0004190; GO:0005886; GO:0006465; GO:0006480; GO:0008170; GO:0009297; GO:0015627; GO:0043683; GO:0046872	Cell inner membrane;Cell membrane;Hydrolase;Membrane;Metal-binding;Methyltransferase;Multifunctional enzyme;Protease;Reference proteome;S-adenosyl-L-methionine;Transferase;Transmembrane;Transmembrane helix;Zinc
P52003	mexR PA0424	GO:0000976; GO:0001217; GO:0006351; GO:0032993; GO:0034763; GO:0042802; GO:0045892; GO:0050709	3D-structure;DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation
P77915	hemN PA1546	GO:0004109; GO:0005737; GO:0006779; GO:0006782; GO:0046872; GO:0051539; GO:0051989	4Fe-4S;Cytoplasm;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Porphyrin biosynthesis;Reference proteome;S-adenosyl-L-methionine
P95434	sctF pscF PA1719	GO:0005576; GO:0009986; GO:0030254; GO:0030257	3D-structure;Coiled coil;Protein transport;Reference proteome;Secreted;Transport;Virulence
Q00512	xcpR PA3103	GO:0005524; GO:0005886; GO:0008564; GO:0015627; GO:0015628; GO:0016887; GO:0046872	ATP-binding;Cell inner membrane;Cell membrane;Membrane;Metal-binding;Nucleotide-binding;Protein transport;Reference proteome;Translocase;Transport;Zinc
Q00514	xcpT pddA PA3101	GO:0005886; GO:0015627; GO:0015628	3D-structure;Cell inner membrane;Cell membrane;Membrane;Methylation;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q03456	fur PA4764	GO:0000976; GO:0001217; GO:0003700; GO:0005829; GO:0006351; GO:0008198; GO:0008270; GO:0019290; GO:0032993; GO:0045892; GO:1900705; GO:1901668	3D-structure;Cytoplasm;DNA-binding;Iron;Metal-binding;Reference proteome;Repressor;Transcription;Transcription regulation;Zinc
Q05098	pfeA PA2688	GO:0009279; GO:0015344; GO:0015891; GO:0019867; GO:0038023; GO:0042912; GO:0042930; GO:0042931; GO:0044718; GO:1903981	3D-structure;Cell outer membrane;Ion transport;Iron;Iron transport;Membrane;Receptor;Reference proteome;Signal;TonB box;Transmembrane;Transmembrane beta strand;Transport
Q07806	mrcA ponA PA5045	GO:0005886; GO:0006508; GO:0008360; GO:0008658; GO:0008955; GO:0009002; GO:0009252; GO:0030288; GO:0046677; GO:0071555	3D-structure;Antibiotic resistance;Carboxypeptidase;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Hydrolase;Membrane;Multifunctional enzyme;Peptidoglycan synthesis;Protease;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix
Q51372	algX PA3546	GO:0016746; GO:0042121; GO:0042597; GO:0044010	3D-structure;Acyltransferase;Alginate biosynthesis;Direct protein sequencing;Disulfide bond;Periplasm;Reference proteome;Signal;Transferase
Q9HTJ1	betB PA5373	GO:0008802; GO:0019285; GO:0046872	3D-structure;Metal-binding;NAD;Oxidation;Oxidoreductase;Potassium;Reference proteome
Q9HU05	aroQ PA5184	GO:0004106; GO:0009094; GO:0009697; GO:0042597; GO:0042803; GO:0046417	3D-structure;Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Direct protein sequencing;Isomerase;Periplasm;Phenylalanine biosynthesis;Reference proteome;Signal
Q9HVW0	kdsD PA4457	GO:0009103; GO:0019146; GO:0046872; GO:0097367	Carbohydrate metabolism;CBS domain;Isomerase;Lipopolysaccharide biosynthesis;Metal-binding;Reference proteome;Repeat;Zinc
Q9HW91	pctB PA4310	GO:0005886; GO:0006935; GO:0007165; GO:0016597; GO:0043200	3D-structure;Cell inner membrane;Cell membrane;Chemotaxis;Membrane;Methylation;Reference proteome;Transducer;Transmembrane;Transmembrane helix
Q9HWC1	coaX coaA PA4279	GO:0004594; GO:0005524; GO:0005737; GO:0015937; GO:0046677; GO:0046872	3D-structure;Antibiotic resistance;ATP-binding;Coenzyme A biosynthesis;Cytoplasm;Kinase;Metal-binding;Nucleotide-binding;Potassium;Reference proteome;Transferase
Q9HWK6	prpL PA4175	GO:0005615; GO:0006508; GO:0006554; GO:0008236; GO:0015628; GO:0043952; GO:0141174	Autocatalytic cleavage;Direct protein sequencing;Disulfide bond;Hydrolase;Protease;Reference proteome;Secreted;Serine protease;Signal;Virulence;Zymogen
Q9HXM1	PA3774	GO:0004407; GO:0016787; GO:0040029; GO:0046872	3D-structure;Hydrolase;Metal-binding;Reference proteome;Zinc
Q9I1H3	ambE PA2302	GO:0006631; GO:0016405; GO:0031177; GO:0044550	3D-structure;Ligase;Phosphopantetheine;Phosphoprotein;Reference proteome;Repeat
Q9I2N0	fan1 PA1865	GO:0000287; GO:0004528; GO:0008409; GO:0017108; GO:0030145; GO:0036297; GO:0070336	3D-structure;DNA damage;DNA repair;Endonuclease;Exonuclease;Hydrolase;Magnesium;Manganese;Metal-binding;Nuclease;Reference proteome
Q9I4E3	PA1195	GO:0000052; GO:0006525; GO:0016403; GO:0016597; GO:0045429; GO:0046872	3D-structure;Hydrolase;Metal-binding;Reference proteome;Zinc
Q9I4K0	hchA PA1135	GO:0005737; GO:0006281; GO:0016790; GO:0019172; GO:0019243; GO:0030091; GO:0036524	Cytoplasm;DNA damage;DNA repair;Hydrolase;Reference proteome;Stress response
Q9I4L6	yfiB PA1119	GO:0009279; GO:0071973; GO:0120101	3D-structure;Cell outer membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal
Q9I4V0	PA1024	GO:0000166; GO:0016491; GO:0018580; GO:0050136	3D-structure;Flavoprotein;FMN;NAD;Nucleotide-binding;Oxidoreductase;Reference proteome
Q9I5F3	azoR1 PA0785	GO:0003960; GO:0006979; GO:0009055; GO:0010181; GO:0016652; GO:0016655	3D-structure;Flavoprotein;FMN;NAD;Oxidoreductase;Reference proteome
Q9I5I9	sdsA1 PA0740	GO:0018741; GO:0018909; GO:0030288; GO:0042802; GO:0046872; GO:0046983	3D-structure;Hydrolase;Metal-binding;Periplasm;Reference proteome;Signal;Virulence;Zinc
Q9I6V9	cheB2 PA0173	GO:0000156; GO:0005737; GO:0006935; GO:0007165; GO:0008984; GO:0050568	Chemotaxis;Cytoplasm;Hydrolase;Phosphoprotein;Reference proteome
Q9Z4J7	exaA PA1982	GO:0005509; GO:0006068; GO:0016020; GO:0020037; GO:0030288; GO:0052934; GO:0070968	3D-structure;Calcium;Direct protein sequencing;Disulfide bond;Metal-binding;Oxidoreductase;Periplasm;PQQ;Reference proteome;Signal
O86062	nudC PA1823	GO:0000210; GO:0000287; GO:0006742; GO:0008270; GO:0016787; GO:0019677; GO:0030145; GO:0035529; GO:0110153	Hydrolase;Magnesium;Manganese;Metal-binding;NAD;Reference proteome;Zinc
P00099	nirM PA0518	GO:0005506; GO:0009055; GO:0020037; GO:0042597	3D-structure;Direct protein sequencing;Electron transport;Heme;Iron;Metal-binding;Periplasm;Reference proteome;Signal;Transport
P0DPB9	phzD1 phzD PA4213	GO:0002047; GO:0005829; GO:0008908	Antibiotic biosynthesis;Hydrolase;Reference proteome
P13794	oprF PA1777	GO:0001851; GO:0005509; GO:0006811; GO:0008360; GO:0009279; GO:0015288; GO:0019867; GO:0044406; GO:0046930	3D-structure;Cell outer membrane;Cell shape;Direct protein sequencing;Disulfide bond;Ion transport;Membrane;Porin;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane beta strand;Transport
P13981	arcA PA5171	GO:0005737; GO:0016990; GO:0019546	3D-structure;Arginine metabolism;Cytoplasm;Direct protein sequencing;Hydrolase;Reference proteome
P20576	trpG PA0649	GO:0000162; GO:0004049; GO:0046654; GO:0046820	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Glutamine amidotransferase;Lyase;Reference proteome;Tryptophan biosynthesis
P23620	phoB PA5360	GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0006817; GO:0032993; GO:0045893; GO:0071978; GO:0080040	Activator;Cytoplasm;DNA-binding;Phosphate transport;Phosphoprotein;Reference proteome;Transcription;Transcription regulation;Transport;Two-component regulatory system
P57112	sthA sth PA2991	GO:0003957; GO:0004148; GO:0005829; GO:0006103; GO:0006739; GO:0050660	Cytoplasm;FAD;Flavoprotein;NAD;NADP;Oxidoreductase;Reference proteome
P57714	metXS PA0390	GO:0004414; GO:0005737; GO:0008899; GO:0009086	Acyltransferase;Amino-acid biosynthesis;Cytoplasm;Methionine biosynthesis;Reference proteome;Transferase
P95435	pscG PA1720	GO:0005737; GO:0030254	3D-structure;Cytoplasm;Reference proteome;Virulence
Q01269	pheC PA3475	GO:0004664; GO:0009094; GO:0042597; GO:0047769	3D-structure;Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Direct protein sequencing;Lyase;Multifunctional enzyme;Periplasm;Phenylalanine biosynthesis;Reference proteome;Signal
Q51566	xerC sss PA5280	GO:0003677; GO:0005737; GO:0006310; GO:0006313; GO:0007059; GO:0009037; GO:0048476; GO:0051301; GO:0071139; GO:0071294	Cell cycle;Cell division;Chromosome partition;Cytoplasm;DNA integration;DNA recombination;DNA-binding;Reference proteome
Q59638	aceF aceB PA5016	GO:0004742; GO:0006086; GO:0045254	Acyltransferase;Lipoyl;Reference proteome;Repeat;Transferase
Q59647	norB PA0524	GO:0004129; GO:0005886; GO:0009060; GO:0016966; GO:0019333; GO:0020037; GO:0022904; GO:0046872	3D-structure;Cell membrane;Electron transport;Heme;Iron;Membrane;Metal-binding;Oxidoreductase;Reference proteome;Respiratory chain;Transmembrane;Transmembrane helix;Transport
Q9HT22	glmU PA5552	GO:0000287; GO:0000902; GO:0003977; GO:0005829; GO:0006048; GO:0008360; GO:0009245; GO:0009252; GO:0016020; GO:0019134; GO:0071555	Acyltransferase;Cell shape;Cell wall biogenesis/degradation;Cytoplasm;Magnesium;Metal-binding;Multifunctional enzyme;Nucleotidyltransferase;Peptidoglycan synthesis;Reference proteome;Repeat;Transferase
Q9HUG8	msbA PA4997	GO:0005347; GO:0005524; GO:0005886; GO:0009245; GO:0015920; GO:0016887; GO:0034040; GO:0042626; GO:0055085; GO:0140359	3D-structure;ATP-binding;Cell inner membrane;Cell membrane;Lipid transport;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport
Q9HUK7	fimW PA4958	GO:0000166; GO:0005737	c-di-GMP;Cytoplasm;Nucleotide-binding;Reference proteome;Virulence
Q9HVC5	prs PA4670	GO:0000287; GO:0002189; GO:0004749; GO:0005524; GO:0005737; GO:0006015; GO:0006164; GO:0009156; GO:0016301	ATP-binding;Cytoplasm;Kinase;Magnesium;Metal-binding;Nucleotide biosynthesis;Nucleotide-binding;Reference proteome;Transferase
Q9HVM8	pilY1 PA4554	GO:0005509; GO:0005829; GO:0009289; GO:0016020; GO:0043107	Calcium;Cytoplasm;Fimbrium;Fimbrium biogenesis;Membrane;Metal-binding;Reference proteome;Signal
Q9HW93	pctC PA4307	GO:0005886; GO:0006935; GO:0007165; GO:0016597; GO:0043200	3D-structure;Cell inner membrane;Cell membrane;Chemotaxis;Membrane;Methylation;Reference proteome;Transducer;Transmembrane;Transmembrane helix
Q9HXZ4	pyrG PA3637	GO:0003883; GO:0004359; GO:0005524; GO:0005829; GO:0006241; GO:0019856; GO:0042802; GO:0044210; GO:0046872; GO:0097268	3D-structure;ATP-binding;Glutamine amidotransferase;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Pyrimidine biosynthesis;Reference proteome
Q9HY82	rnt PA3528	GO:0000287; GO:0003676; GO:0005829; GO:0008033; GO:0008408; GO:0016896; GO:0045004	3D-structure;Exonuclease;Hydrolase;Magnesium;Metal-binding;Nuclease;Reference proteome;tRNA processing
Q9HY92	flcC PA3517	GO:0004018; GO:0005829; GO:0006189; GO:0044208; GO:0047472; GO:0070626	Antibiotic biosynthesis;Lyase;Reference proteome
Q9HZ62	mupP PA3172	GO:0005829; GO:0006281; GO:0008360; GO:0008967; GO:0009252; GO:0009254; GO:0046677; GO:0046872; GO:0071555	Antibiotic resistance;Carbohydrate metabolism;Cell shape;Cell wall biogenesis/degradation;Hydrolase;Magnesium;Metal-binding;Peptidoglycan synthesis;Reference proteome
Q9HZL1	nqrF PA2994	GO:0005886; GO:0006814; GO:0009055; GO:0016491; GO:0016655; GO:0046872; GO:0051537	2Fe-2S;Cell inner membrane;Cell membrane;FAD;Flavoprotein;Ion transport;Iron;Iron-sulfur;Membrane;Metal-binding;NAD;Reference proteome;Sodium;Sodium transport;Translocase;Transmembrane;Transmembrane helix;Transport;Ubiquinone
Q9I0I6	ctpM PA2652	GO:0004888; GO:0005886; GO:0006935; GO:0007165; GO:0050918	Cell inner membrane;Cell membrane;Chemotaxis;Membrane;Methylation;Reference proteome;Transducer;Transmembrane;Transmembrane helix
Q9I0U2	tamB PA2542	GO:0005886; GO:0009306; GO:0097347	Cell inner membrane;Cell membrane;Lipid transport;Membrane;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix;Transport
Q9I0Z1	mexS qrh PA2491	GO:0016491; GO:0034763; GO:0050709; GO:1900377	Oxidoreductase;Reference proteome;Virulence
Q9I189	opmQ PA2391	GO:0002049; GO:0009279; GO:0015562; GO:0016020; GO:0022857; GO:0055085; GO:1990281	Cell outer membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal;Transmembrane;Transmembrane beta strand
Q9I2N2	modA PA1863	GO:0015689; GO:0030973; GO:0042597; GO:0046872; GO:1901359	3D-structure;Metal-binding;Molybdenum;Periplasm;Reference proteome;Signal;Transport;Tungsten
